92928	Ddmxx	40571
92928	Ddmxx	39296
92928	Ddmxx	73825
92928	Ddmxx	22878
92928	Ddmxx	68348
92928	Ddmxx	59861
92928	Ddmxx	29931
92928	Ddmxx	20119
92928	Ddmxx	77011
92928	Ddmxx	60784
92928	Ddmxx	83039
92928	Ddmxx	94619
92928	Ddmxx	11678
92928	Ddmxx	89123
44385	Ddmxx	39296
44385	Ddmxx	40571
44385	Ddmxx	44205
44385	Ddmxx	83039
44385	Ddmxx	68348
44385	Ddmxx	91186
44385	Ddmxx	39093
44385	Ddmxx	89123
44385	Ddmxx	11678
44385	Ddmxx	51847
20546	Ddmxx	40571
20546	Ddmxx	60784
20546	Ddmxx	75259
20546	Ddmxx	94619
20546	Ddmxx	29931
20546	Ddmxx	20119
20546	Ddmxx	91186
20546	Ddmxx	89123
42630	Ddmxx	39296
42630	Ddmxx	40571
42630	Ddmxx	73825
42630	Ddmxx	22878
42630	Ddmxx	44205
42630	Ddmxx	68348
42630	Ddmxx	59861
42630	Ddmxx	29931
42630	Ddmxx	91186
42630	Ddmxx	39093
42630	Ddmxx	77011
42630	Ddmxx	83039
42630	Ddmxx	94619
42630	Ddmxx	16616
42630	Ddmxx	11678
42630	Ddmxx	89123
95366	Ddmxx	94619
95366	Ddmxx	29931
95366	Ddmxx	89123
95366	Ddmxx	51847
87976	Ddmxx	39296
87976	Ddmxx	40571
87976	Ddmxx	77011
87976	Ddmxx	83039
87976	Ddmxx	68348
87976	Ddmxx	75259
87976	Ddmxx	94619
87976	Ddmxx	29931
87976	Ddmxx	39093
87976	Ddmxx	91186
87976	Ddmxx	51847
50541	Ddmxx	40571
50541	Ddmxx	73825
50541	Ddmxx	39296
50541	Ddmxx	22878
50541	Ddmxx	44205
50541	Ddmxx	68348
50541	Ddmxx	75259
50541	Ddmxx	59861
50541	Ddmxx	29931
50541	Ddmxx	20119
50541	Ddmxx	39093
50541	Ddmxx	77011
50541	Ddmxx	83039
50541	Ddmxx	60784
50541	Ddmxx	94619
50541	Ddmxx	16616
50541	Ddmxx	11678
50541	Ddmxx	51847
50541	Ddmxx	89123
97644	Ddmxx	40571
97644	Ddmxx	73825
97644	Ddmxx	77011
97644	Ddmxx	75259
97644	Ddmxx	94619
97644	Ddmxx	59861
97644	Ddmxx	29931
97644	Ddmxx	16616
97644	Ddmxx	11678
47822	Ddmxx	40571
30736	Ddmxx	77011
30736	Ddmxx	73825
30736	Ddmxx	44205
30736	Ddmxx	83039
30736	Ddmxx	94619
30736	Ddmxx	59861
30736	Ddmxx	29931
13328	Ddmxx	40571
13328	Ddmxx	77011
13328	Ddmxx	22878
13328	Ddmxx	94619
13328	Ddmxx	59861
13328	Ddmxx	29931
13328	Ddmxx	20119
13328	Ddmxx	16616
13328	Ddmxx	51847
13328	Ddmxx	89123
84627	Ddmxx	39296
84627	Ddmxx	73825
84627	Ddmxx	22878
84627	Ddmxx	44205
84627	Ddmxx	68348
84627	Ddmxx	75259
84627	Ddmxx	59861
84627	Ddmxx	29931
84627	Ddmxx	20119
84627	Ddmxx	39093
84627	Ddmxx	77011
84627	Ddmxx	83039
84627	Ddmxx	16616
84627	Ddmxx	89123
84627	Ddmxx	51847
69938	Ddmxx	39296
69938	Ddmxx	40571
69938	Ddmxx	22878
69938	Ddmxx	44205
69938	Ddmxx	60784
69938	Ddmxx	94619
69938	Ddmxx	59861
69938	Ddmxx	29931
69938	Ddmxx	20119
69938	Ddmxx	91186
69938	Ddmxx	16616
69938	Ddmxx	89123
12340	Ddmxx	40571
12340	Ddmxx	22878
12340	Ddmxx	68348
12340	Ddmxx	60784
12340	Ddmxx	75259
12340	Ddmxx	94619
12340	Ddmxx	39093
12340	Ddmxx	16616
12340	Ddmxx	51847
45305	Ddmxx	22878
45305	Ddmxx	83039
45305	Ddmxx	20119
45305	Ddmxx	16616
45305	Ddmxx	89123
12858	Ddmxx	77011
12858	Ddmxx	40571
12858	Ddmxx	22878
12858	Ddmxx	60784
12858	Ddmxx	83039
12858	Ddmxx	68348
12858	Ddmxx	75259
12858	Ddmxx	59861
12858	Ddmxx	39093
12858	Ddmxx	51847
46172	Ddmxx	73825
46172	Ddmxx	39296
46172	Ddmxx	44205
46172	Ddmxx	68348
